backend,selected_kernel,work_group_size,cl_compiler_options,matrix_dimensions,elapsed_s
myGEMM.cl, 2,16,-cl-std=CL1.2,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL1.2,2048,0.00536
   clBlas, 2,16,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 2,16,-cl-std=CL1.2,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL1.2,2048,0.02636
   cuBLAS, 2,16,-cl-std=CL1.2,4096,0.02608
   clBlas, 2,16,-cl-std=CL1.2,4096,0.07754
myGEMM.cu, 2,16,-cl-std=CL1.2,4096,0.26455
myGEMM.cl, 2,16,-cl-std=CL1.2,4096,0.27014
   cuBLAS, 2,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 2,32,-cl-std=CL1.2,1024,0.00332
myGEMM.cu, 2,32,-cl-std=CL1.2,1024,0.00571
myGEMM.cl, 2,32,-cl-std=CL1.2,1024,0.00571
   cuBLAS, 2,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 2,32,-cl-std=CL1.2,2048,0.01793
myGEMM.cu, 2,32,-cl-std=CL1.2,2048,0.04434
myGEMM.cl, 2,32,-cl-std=CL1.2,2048,0.04313
   cuBLAS, 2,32,-cl-std=CL1.2,4096,0.02574
   clBlas, 2,32,-cl-std=CL1.2,4096,0.07954
myGEMM.cu, 2,32,-cl-std=CL1.2,4096,0.24961
myGEMM.cl, 2,32,-cl-std=CL1.2,4096,0.25312

 3
   cuBLAS, 1, 4,-cl-std=CL2.0,1024,0.00094
   clBlas, 1, 4,-cl-std=CL2.0,1024,0.00331
myGEMM.cu, 1, 4,-cl-std=CL2.0,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024,0.01687
   cuBLAS, 1, 4,-cl-std=CL2.0,2048,0.00539
   clBlas, 1, 4,-cl-std=CL2.0,2048,0.01809
myGEMM.cu, 1, 4,-cl-std=CL2.0,2048,0.14455
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048,0.12387
   cuBLAS, 1, 4,-cl-std=CL2.0,4096,0.02578
   clBlas, 1, 4,-cl-std=CL2.0,4096,0.07966
myGEMM.cu, 1, 4,-cl-std=CL2.0,4096,1.16144
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096,1.11767
   cuBLAS, 1,16,-cl-std=CL2.0,1024,0.00096
   clBlas, 1,16,-cl-std=CL2.0,1024,0.00330
myGEMM.cu, 1,16,-cl-std=CL2.0,1024,0.00673
myGEMM.cl, 1,16,-cl-std=CL2.0,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 1,16,-cl-std=CL2.0,2048,0.01791
myGEMM.cu, 1,16,-cl-std=CL2.0,2048,0.05243
myGEMM.cl, 1,16,-cl-std=CL2.0,2048,0.04005
   cuBLAS, 1,16,-cl-std=CL2.0,4096,0.02683
   clBlas, 1,16,-cl-std=CL2.0,4096,0.07876
myGEMM.cu, 1,16,-cl-std=CL2.0,4096,0.40270
myGEMM.cl, 1,16,-cl-std=CL2.0,4096,0.41067
   cuBLAS, 1,32,-cl-std=CL2.0,1024,0.00093
   clBlas, 1,32,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 1,32,-cl-std=CL2.0,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL2.0,1024,0.00714
   cuBLAS, 1,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 1,32,-cl-std=CL2.0,2048,0.01793
myGEMM.cu, 1,32,-cl-std=CL2.0,2048,0.05670
myGEMM.cl, 1,32,-cl-std=CL2.0,2048,0.03961
   cuBLAS, 1,32,-cl-std=CL2.0,4096,0.02869
   clBlas, 1,32,-cl-std=CL2.0,4096,0.08021
myGEMM.cu, 1,32,-cl-std=CL2.0,4096,0.34803
myGEMM.cl, 1,32,-cl-std=CL2.0,4096,0.34538
   cuBLAS, 2, 4,-cl-std=CL2.0,1024,0.00093
   clBlas, 2, 4,-cl-std=CL2.0,1024,0.00334
myGEMM.cu, 2, 4,-cl-std=CL2.0,1024,0.02794
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024,0.02817
   cuBLAS, 2, 4,-cl-std=CL2.0,2048,0.00533
   clBlas, 2, 4,-cl-std=CL2.0,2048,0.01781
myGEMM.cu, 2, 4,-cl-std=CL2.0,2048,0.21863
myGEMM.cl, 2, 4,-cl-std=CL2.0,2048,0.19304
   cuBLAS, 2, 4,-cl-std=CL2.0,4096,0.02454
   clBlas, 2, 4,-cl-std=CL2.0,4096,0.07765
myGEMM.cu, 2, 4,-cl-std=CL2.0,4096,1.57749
myGEMM.cl, 2, 4,-cl-std=CL2.0,4096,1.58135
   cuBLAS, 2,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 2,16,-cl-std=CL2.0,1024,0.00330
myGEMM.cu, 2,16,-cl-std=CL2.0,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL2.0,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 2,16,-cl-std=CL2.0,2048,0.01800
myGEMM.cu, 2,16,-cl-std=CL2.0,2048,0.04018
myGEMM.cl, 2,16,-cl-std=CL2.0,2048,0.02693
   cuBLAS, 2,16,-cl-std=CL2.0,4096,0.02799
   clBlas, 2,16,-cl-std=CL2.0,4096,0.07970
myGEMM.cu, 2,16,-cl-std=CL2.0,4096,0.26253
myGEMM.cl, 2,16,-cl-std=CL2.0,4096,0.26780
   cuBLAS, 2,32,-cl-std=CL2.0,1024,0.00093
   clBlas, 2,32,-cl-std=CL2.0,1024,0.00327
myGEMM.cu, 2,32,-cl-std=CL2.0,1024,0.00569
myGEMM.cl, 2,32,-cl-std=CL2.0,1024,0.00566
   cuBLAS, 2,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 2,32,-cl-std=CL2.0,2048,0.01795
myGEMM.cu, 2,32,-cl-std=CL2.0,2048,0.04441
myGEMM.cl, 2,32,-cl-std=CL2.0,2048,0.03597
   cuBLAS, 2,32,-cl-std=CL2.0,4096,0.02707
   clBlas, 2,32,-cl-std=CL2.0,4096,0.07991
myGEMM.cu, 2,32,-cl-std=CL2.0,4096,0.24948
myGEMM.cl, 2,32,-cl-std=CL2.0,4096,0.25187
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00093
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00337
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.01718
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.01688
   cuBLAS, 1, 4,-cl-std=CL1.2,2048,0.00539
   clBlas, 1, 4,-cl-std=CL1.2,2048,0.01794
myGEMM.cu, 1, 4,-cl-std=CL1.2,2048,0.14455
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,0.12401
   cuBLAS, 1, 4,-cl-std=CL1.2,4096,0.02607
   clBlas, 1, 4,-cl-std=CL1.2,4096,0.07951
myGEMM.cu, 1, 4,-cl-std=CL1.2,4096,1.16054
myGEMM.cl, 1, 4,-cl-std=CL1.2,4096,1.12140
   cuBLAS, 1,16,-cl-std=CL1.2,1024,0.00094
   clBlas, 1,16,-cl-std=CL1.2,1024,0.00333
myGEMM.cu, 1,16,-cl-std=CL1.2,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL1.2,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 1,16,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 1,16,-cl-std=CL1.2,2048,0.05242
myGEMM.cl, 1,16,-cl-std=CL1.2,2048,0.05124
   cuBLAS, 1,16,-cl-std=CL1.2,4096,0.02515
   clBlas, 1,16,-cl-std=CL1.2,4096,0.07859
myGEMM.cu, 1,16,-cl-std=CL1.2,4096,0.40419
myGEMM.cl, 1,16,-cl-std=CL1.2,4096,0.41255
   cuBLAS, 1,32,-cl-std=CL1.2,1024,0.00095
   clBlas, 1,32,-cl-std=CL1.2,1024,0.00327
myGEMM.cu, 1,32,-cl-std=CL1.2,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL1.2,1024,0.00714
   cuBLAS, 1,32,-cl-std=CL1.2,2048,0.00545
   clBlas, 1,32,-cl-std=CL1.2,2048,0.01833
myGEMM.cu, 1,32,-cl-std=CL1.2,2048,0.04819
myGEMM.cl, 1,32,-cl-std=CL1.2,2048,0.04783
   cuBLAS, 1,32,-cl-std=CL1.2,4096,0.02585
   clBlas, 1,32,-cl-std=CL1.2,4096,0.08018
myGEMM.cu, 1,32,-cl-std=CL1.2,4096,0.34621
myGEMM.cl, 1,32,-cl-std=CL1.2,4096,0.34240
   cuBLAS, 2, 4,-cl-std=CL1.2,1024,0.00094
   clBlas, 2, 4,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 2, 4,-cl-std=CL1.2,1024,0.02796
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,0.02818
   cuBLAS, 2, 4,-cl-std=CL1.2,2048,0.00542
   clBlas, 2, 4,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 2, 4,-cl-std=CL1.2,2048,0.21685
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,0.19238
   cuBLAS, 2, 4,-cl-std=CL1.2,4096,0.02451
   clBlas, 2, 4,-cl-std=CL1.2,4096,0.07730
myGEMM.cu, 2, 4,-cl-std=CL1.2,4096,1.57803
myGEMM.cl, 2, 4,-cl-std=CL1.2,4096,1.58285
   cuBLAS, 2,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 2,16,-cl-std=CL1.2,1024,0.00333
myGEMM.cu, 2,16,-cl-std=CL1.2,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL1.2,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 2,16,-cl-std=CL1.2,2048,0.01793
myGEMM.cu, 2,16,-cl-std=CL1.2,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL1.2,2048,0.02560
   cuBLAS, 2,16,-cl-std=CL1.2,4096,0.02453
   clBlas, 2,16,-cl-std=CL1.2,4096,0.07883
myGEMM.cu, 2,16,-cl-std=CL1.2,4096,0.26245
myGEMM.cl, 2,16,-cl-std=CL1.2,4096,0.27049
   cuBLAS, 2,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 2,32,-cl-std=CL1.2,1024,0.00329
myGEMM.cu, 2,32,-cl-std=CL1.2,1024,0.00562
myGEMM.cl, 2,32,-cl-std=CL1.2,1024,0.00570
   cuBLAS, 2,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 2,32,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 2,32,-cl-std=CL1.2,2048,0.04437
myGEMM.cl, 2,32,-cl-std=CL1.2,2048,0.04499
   cuBLAS, 2,32,-cl-std=CL1.2,4096,0.02622
   clBlas, 2,32,-cl-std=CL1.2,4096,0.07954
myGEMM.cu, 2,32,-cl-std=CL1.2,4096,0.24956
myGEMM.cl, 2,32,-cl-std=CL1.2,4096,0.25290

 4
   cuBLAS, 1, 4,-cl-std=CL2.0,1024,0.00094
   clBlas, 1, 4,-cl-std=CL2.0,1024,0.00332
myGEMM.cu, 1, 4,-cl-std=CL2.0,1024,0.01718
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024,0.01685
   cuBLAS, 1, 4,-cl-std=CL2.0,2048,0.00543
   clBlas, 1, 4,-cl-std=CL2.0,2048,0.01795
myGEMM.cu, 1, 4,-cl-std=CL2.0,2048,0.13768
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048,0.12725
   cuBLAS, 1, 4,-cl-std=CL2.0,4096,0.02512
   clBlas, 1, 4,-cl-std=CL2.0,4096,0.07904
myGEMM.cu, 1, 4,-cl-std=CL2.0,4096,1.17218
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096,1.12084
   cuBLAS, 1,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 1,16,-cl-std=CL2.0,1024,0.00335
myGEMM.cu, 1,16,-cl-std=CL2.0,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL2.0,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 1,16,-cl-std=CL2.0,2048,0.01800
myGEMM.cu, 1,16,-cl-std=CL2.0,2048,0.05243
myGEMM.cl, 1,16,-cl-std=CL2.0,2048,0.05253
   cuBLAS, 1,16,-cl-std=CL2.0,4096,0.02605
   clBlas, 1,16,-cl-std=CL2.0,4096,0.07930
myGEMM.cu, 1,16,-cl-std=CL2.0,4096,0.40298
myGEMM.cl, 1,16,-cl-std=CL2.0,4096,0.40968
   cuBLAS, 1,32,-cl-std=CL2.0,1024,0.00093
   clBlas, 1,32,-cl-std=CL2.0,1024,0.00335
myGEMM.cu, 1,32,-cl-std=CL2.0,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL2.0,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 1,32,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 1,32,-cl-std=CL2.0,2048,0.05670
myGEMM.cl, 1,32,-cl-std=CL2.0,2048,0.04734
   cuBLAS, 1,32,-cl-std=CL2.0,4096,0.02481
   clBlas, 1,32,-cl-std=CL2.0,4096,0.07738
myGEMM.cu, 1,32,-cl-std=CL2.0,4096,0.34846
myGEMM.cl, 1,32,-cl-std=CL2.0,4096,0.34478
   cuBLAS, 2, 4,-cl-std=CL2.0,1024,0.00094
   clBlas, 2, 4,-cl-std=CL2.0,1024,0.00335
myGEMM.cu, 2, 4,-cl-std=CL2.0,1024,0.02796
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024,0.02819
   cuBLAS, 2, 4,-cl-std=CL2.0,2048,0.00539
   clBlas, 2, 4,-cl-std=CL2.0,2048,0.01793
myGEMM.cu, 2, 4,-cl-std=CL2.0,2048,0.22484
myGEMM.cl, 2, 4,-cl-std=CL2.0,2048,0.19223
   cuBLAS, 2, 4,-cl-std=CL2.0,4096,0.02530
   clBlas, 2, 4,-cl-std=CL2.0,4096,0.07916
myGEMM.cu, 2, 4,-cl-std=CL2.0,4096,1.57647
myGEMM.cl, 2, 4,-cl-std=CL2.0,4096,1.58037
   cuBLAS, 2,16,-cl-std=CL2.0,1024,0.00094
   clBlas, 2,16,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 2,16,-cl-std=CL2.0,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL2.0,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 2,16,-cl-std=CL2.0,2048,0.01794
myGEMM.cu, 2,16,-cl-std=CL2.0,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL2.0,2048,0.03355
   cuBLAS, 2,16,-cl-std=CL2.0,4096,0.02605
   clBlas, 2,16,-cl-std=CL2.0,4096,0.07801
myGEMM.cu, 2,16,-cl-std=CL2.0,4096,0.26289
myGEMM.cl, 2,16,-cl-std=CL2.0,4096,0.27068
   cuBLAS, 2,32,-cl-std=CL2.0,1024,0.00093
   clBlas, 2,32,-cl-std=CL2.0,1024,0.00332
myGEMM.cu, 2,32,-cl-std=CL2.0,1024,0.00567
myGEMM.cl, 2,32,-cl-std=CL2.0,1024,0.00566
   cuBLAS, 2,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 2,32,-cl-std=CL2.0,2048,0.01794
myGEMM.cu, 2,32,-cl-std=CL2.0,2048,0.04005
myGEMM.cl, 2,32,-cl-std=CL2.0,2048,0.03878
   cuBLAS, 2,32,-cl-std=CL2.0,4096,0.02842
   clBlas, 2,32,-cl-std=CL2.0,4096,0.07907
myGEMM.cu, 2,32,-cl-std=CL2.0,4096,0.24900
myGEMM.cl, 2,32,-cl-std=CL2.0,4096,0.25231
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00093
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00331
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.01687
   cuBLAS, 1, 4,-cl-std=CL1.2,2048,0.00538
   clBlas, 1, 4,-cl-std=CL1.2,2048,0.01799
myGEMM.cu, 1, 4,-cl-std=CL1.2,2048,0.14401
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,0.12219
   cuBLAS, 1, 4,-cl-std=CL1.2,4096,0.02452
   clBlas, 1, 4,-cl-std=CL1.2,4096,0.07738
myGEMM.cu, 1, 4,-cl-std=CL1.2,4096,1.16179
myGEMM.cl, 1, 4,-cl-std=CL1.2,4096,1.11575
   cuBLAS, 1,16,-cl-std=CL1.2,1024,0.00096
   clBlas, 1,16,-cl-std=CL1.2,1024,0.00329
myGEMM.cu, 1,16,-cl-std=CL1.2,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL1.2,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL1.2,2048,0.00540
   clBlas, 1,16,-cl-std=CL1.2,2048,0.01793
myGEMM.cu, 1,16,-cl-std=CL1.2,2048,0.05244
myGEMM.cl, 1,16,-cl-std=CL1.2,2048,0.03416
   cuBLAS, 1,16,-cl-std=CL1.2,4096,0.02612
   clBlas, 1,16,-cl-std=CL1.2,4096,0.07964
myGEMM.cu, 1,16,-cl-std=CL1.2,4096,0.40284
myGEMM.cl, 1,16,-cl-std=CL1.2,4096,0.40826
   cuBLAS, 1,32,-cl-std=CL1.2,1024,0.00096
   clBlas, 1,32,-cl-std=CL1.2,1024,0.00339
myGEMM.cu, 1,32,-cl-std=CL1.2,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL1.2,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 1,32,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 1,32,-cl-std=CL1.2,2048,0.05560
myGEMM.cl, 1,32,-cl-std=CL1.2,2048,0.03536
   cuBLAS, 1,32,-cl-std=CL1.2,4096,0.02462
   clBlas, 1,32,-cl-std=CL1.2,4096,0.07695
myGEMM.cu, 1,32,-cl-std=CL1.2,4096,0.34690
myGEMM.cl, 1,32,-cl-std=CL1.2,4096,0.34532
   cuBLAS, 2, 4,-cl-std=CL1.2,1024,0.00094
   clBlas, 2, 4,-cl-std=CL1.2,1024,0.00333
myGEMM.cu, 2, 4,-cl-std=CL1.2,1024,0.02796
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,0.02818
   cuBLAS, 2, 4,-cl-std=CL1.2,2048,0.00538
   clBlas, 2, 4,-cl-std=CL1.2,2048,0.01805
myGEMM.cu, 2, 4,-cl-std=CL1.2,2048,0.21464
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,0.19181
   cuBLAS, 2, 4,-cl-std=CL1.2,4096,0.02523
   clBlas, 2, 4,-cl-std=CL1.2,4096,0.07873
myGEMM.cu, 2, 4,-cl-std=CL1.2,4096,1.57688
myGEMM.cl, 2, 4,-cl-std=CL1.2,4096,1.58261
   cuBLAS, 2,16,-cl-std=CL1.2,1024,0.00096
   clBlas, 2,16,-cl-std=CL1.2,1024,0.00331
myGEMM.cu, 2,16,-cl-std=CL1.2,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL1.2,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL1.2,2048,0.00540
   clBlas, 2,16,-cl-std=CL1.2,2048,0.01799
myGEMM.cu, 2,16,-cl-std=CL1.2,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL1.2,2048,0.02441
   cuBLAS, 2,16,-cl-std=CL1.2,4096,0.02589
   clBlas, 2,16,-cl-std=CL1.2,4096,0.07963
myGEMM.cu, 2,16,-cl-std=CL1.2,4096,0.26418
myGEMM.cl, 2,16,-cl-std=CL1.2,4096,0.26834
   cuBLAS, 2,32,-cl-std=CL1.2,1024,0.00091
   clBlas, 2,32,-cl-std=CL1.2,1024,0.00336
myGEMM.cu, 2,32,-cl-std=CL1.2,1024,0.00564
myGEMM.cl, 2,32,-cl-std=CL1.2,1024,0.00563
   cuBLAS, 2,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 2,32,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 2,32,-cl-std=CL1.2,2048,0.04425
myGEMM.cl, 2,32,-cl-std=CL1.2,2048,0.04107
   cuBLAS, 2,32,-cl-std=CL1.2,4096,0.02576
   clBlas, 2,32,-cl-std=CL1.2,4096,0.07861
myGEMM.cu, 2,32,-cl-std=CL1.2,4096,0.24905
myGEMM.cl, 2,32,-cl-std=CL1.2,4096,0.25239

 5
   cuBLAS, 1, 4,-cl-std=CL2.0,1024,0.00093
   clBlas, 1, 4,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 1, 4,-cl-std=CL2.0,1024,0.01718
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024,0.01688
   cuBLAS, 1, 4,-cl-std=CL2.0,2048,0.00538
   clBlas, 1, 4,-cl-std=CL2.0,2048,0.01799
myGEMM.cu, 1, 4,-cl-std=CL2.0,2048,0.14445
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048,0.12276
   cuBLAS, 1, 4,-cl-std=CL2.0,4096,0.02451
   clBlas, 1, 4,-cl-std=CL2.0,4096,0.07750
myGEMM.cu, 1, 4,-cl-std=CL2.0,4096,1.16285
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096,1.11895
   cuBLAS, 1,16,-cl-std=CL2.0,1024,0.00094
   clBlas, 1,16,-cl-std=CL2.0,1024,0.00327
myGEMM.cu, 1,16,-cl-std=CL2.0,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL2.0,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 1,16,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 1,16,-cl-std=CL2.0,2048,0.05242
myGEMM.cl, 1,16,-cl-std=CL2.0,2048,0.04255
   cuBLAS, 1,16,-cl-std=CL2.0,4096,0.02577
   clBlas, 1,16,-cl-std=CL2.0,4096,0.07860
myGEMM.cu, 1,16,-cl-std=CL2.0,4096,0.40438
myGEMM.cl, 1,16,-cl-std=CL2.0,4096,0.40969
   cuBLAS, 1,32,-cl-std=CL2.0,1024,0.00093
   clBlas, 1,32,-cl-std=CL2.0,1024,0.00336
myGEMM.cu, 1,32,-cl-std=CL2.0,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL2.0,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 1,32,-cl-std=CL2.0,2048,0.01799
myGEMM.cu, 1,32,-cl-std=CL2.0,2048,0.05671
myGEMM.cl, 1,32,-cl-std=CL2.0,2048,0.03778
   cuBLAS, 1,32,-cl-std=CL2.0,4096,0.02645
   clBlas, 1,32,-cl-std=CL2.0,4096,0.07958
myGEMM.cu, 1,32,-cl-std=CL2.0,4096,0.34914
myGEMM.cl, 1,32,-cl-std=CL2.0,4096,0.34716
   cuBLAS, 2, 4,-cl-std=CL2.0,1024,0.00094
   clBlas, 2, 4,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 2, 4,-cl-std=CL2.0,1024,0.02796
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024,0.02819
   cuBLAS, 2, 4,-cl-std=CL2.0,2048,0.00538
   clBlas, 2, 4,-cl-std=CL2.0,2048,0.01805
myGEMM.cu, 2, 4,-cl-std=CL2.0,2048,0.21758
myGEMM.cl, 2, 4,-cl-std=CL2.0,2048,0.19279
   cuBLAS, 2, 4,-cl-std=CL2.0,4096,0.02600
   clBlas, 2, 4,-cl-std=CL2.0,4096,0.07940
myGEMM.cu, 2, 4,-cl-std=CL2.0,4096,1.57942
myGEMM.cl, 2, 4,-cl-std=CL2.0,4096,1.58559
   cuBLAS, 2,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 2,16,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 2,16,-cl-std=CL2.0,1024,0.00516
myGEMM.cl, 2,16,-cl-std=CL2.0,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 2,16,-cl-std=CL2.0,2048,0.01795
myGEMM.cu, 2,16,-cl-std=CL2.0,2048,0.04027
myGEMM.cl, 2,16,-cl-std=CL2.0,2048,0.02700
   cuBLAS, 2,16,-cl-std=CL2.0,4096,0.02648
   clBlas, 2,16,-cl-std=CL2.0,4096,0.07639
myGEMM.cu, 2,16,-cl-std=CL2.0,4096,0.26518
myGEMM.cl, 2,16,-cl-std=CL2.0,4096,0.27062
   cuBLAS, 2,32,-cl-std=CL2.0,1024,0.00096
   clBlas, 2,32,-cl-std=CL2.0,1024,0.00333
myGEMM.cu, 2,32,-cl-std=CL2.0,1024,0.00565
myGEMM.cl, 2,32,-cl-std=CL2.0,1024,0.00570
   cuBLAS, 2,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 2,32,-cl-std=CL2.0,2048,0.01796
myGEMM.cu, 2,32,-cl-std=CL2.0,2048,0.04443
myGEMM.cl, 2,32,-cl-std=CL2.0,2048,0.03705
   cuBLAS, 2,32,-cl-std=CL2.0,4096,0.02704
   clBlas, 2,32,-cl-std=CL2.0,4096,0.07977
myGEMM.cu, 2,32,-cl-std=CL2.0,4096,0.24971
myGEMM.cl, 2,32,-cl-std=CL2.0,4096,0.25269
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00095
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.01687
   cuBLAS, 1, 4,-cl-std=CL1.2,2048,0.00540
   clBlas, 1, 4,-cl-std=CL1.2,2048,0.01801
myGEMM.cu, 1, 4,-cl-std=CL1.2,2048,0.14453
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,0.12308
   cuBLAS, 1, 4,-cl-std=CL1.2,4096,0.02454
   clBlas, 1, 4,-cl-std=CL1.2,4096,0.07753
myGEMM.cu, 1, 4,-cl-std=CL1.2,4096,1.16022
myGEMM.cl, 1, 4,-cl-std=CL1.2,4096,1.11908
   cuBLAS, 1,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 1,16,-cl-std=CL1.2,1024,0.00333
myGEMM.cu, 1,16,-cl-std=CL1.2,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL1.2,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 1,16,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 1,16,-cl-std=CL1.2,2048,0.05242
myGEMM.cl, 1,16,-cl-std=CL1.2,2048,0.05158
   cuBLAS, 1,16,-cl-std=CL1.2,4096,0.02528
   clBlas, 1,16,-cl-std=CL1.2,4096,0.07850
myGEMM.cu, 1,16,-cl-std=CL1.2,4096,0.40374
myGEMM.cl, 1,16,-cl-std=CL1.2,4096,0.40909
   cuBLAS, 1,32,-cl-std=CL1.2,1024,0.00095
   clBlas, 1,32,-cl-std=CL1.2,1024,0.00333
myGEMM.cu, 1,32,-cl-std=CL1.2,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL1.2,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL1.2,2048,0.00541
   clBlas, 1,32,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 1,32,-cl-std=CL1.2,2048,0.05670
myGEMM.cl, 1,32,-cl-std=CL1.2,2048,0.04510
   cuBLAS, 1,32,-cl-std=CL1.2,4096,0.02449
   clBlas, 1,32,-cl-std=CL1.2,4096,0.07766
myGEMM.cu, 1,32,-cl-std=CL1.2,4096,0.35028
myGEMM.cl, 1,32,-cl-std=CL1.2,4096,0.34712
   cuBLAS, 2, 4,-cl-std=CL1.2,1024,0.00095
